year,month,carrier_code,carrier_name,airport_code,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,5,DL,Delta Air Lines Network,BGR,"Bangor, ME: Bangor International",2,1,0.27,0,0.73,0,0,0,0,52,14,0,38,0,0
2025,5,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",24,5,0,0,5,0,0,0,0,125,0,0,125,0,0
2025,5,DL,Delta Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",5,3,1.63,0,1.37,0,0,0,0,167,104,0,63,0,0
2025,5,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",7,5,1.74,0,3.26,0,0,0,0,193,134,0,59,0,0
2025,4,DL,Delta Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",30,3,1,0,2,0,0,0,0,115,77,0,38,0,0
2025,4,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",30,2,1.56,0,0.44,0,0,0,0,74,67,0,7,0,0
2025,4,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",14,5,0.86,0,4.14,0,0,0,0,156,18,0,138,0,0
2025,3,DL,Delta Air Lines Network,MOB,"Mobile, AL: Mobile Regional",2,1,0.84,0,0.16,0,0,0,0,55,46,0,9,0,0
2025,3,DL,Delta Air Lines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,DL,Delta Air Lines Network,OAK,"Oakland, CA: Metro Oakland International",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",24,2,0.9,0,1.1,0,0,0,0,48,26,0,22,0,0
2025,3,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",26,5,3.39,0,1.61,0,0,0,0,217,182,0,35,0,0
2025,2,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",28,5,1.57,0,3.43,0,0,0,0,188,74,0,114,0,0
2025,2,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",18,2,1.85,0,0.15,0,0,0,0,138,130,0,8,0,0
2025,2,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",18,2,0.43,0,1.57,0,0,0,0,43,10,0,33,0,0
2025,2,DL,Delta Air Lines Network,MOB,"Mobile, AL: Mobile Regional",4,1,1,0,0,0,0,0,0,66,66,0,0,0,0
2025,1,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",19,3,1.78,0,1.22,0,0,0,0,214,160,0,54,0,0
2025,1,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",4,1,1,0,0,0,0,0,0,85,85,0,0,0,0
2025,1,DL,Delta Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",31,3,2,0,1,0,0,0,0,236,189,0,47,0,0
2024,12,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",33,4,2.59,0,1.41,0,0,0,0,156,114,0,42,0,0
2024,12,DL,Delta Air Lines Network,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",35,3,2,0,1,0,0,0,0,71,55,0,16,0,0
2024,12,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",26,2,1,0,1,0,0,0,0,112,53,0,59,0,0
2024,12,DL,Delta Air Lines Network,SGF,"Springfield, MO: Springfield-Branson National",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,DL,Delta Air Lines Network,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",10,1,1,0,0,0,0,0,0,22,22,0,0,0,0
2024,12,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,11,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",38,2,2,0,0,0,0,0,0,63,63,0,0,0,0
2024,11,DL,Delta Air Lines Network,BTV,"Burlington, VT: Burlington International",30,3,1,0,2,0,0,0,0,67,34,0,33,0,0
2024,11,DL,Delta Air Lines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",122,12,9.22,0,2.78,0,0,0,0,1127,1042,0,85,0,0
2024,11,DL,Delta Air Lines Network,CHO,"Charlottesville, VA: Charlottesville Albemarle",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,11,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,2,1,0,1,0,0,0,0,40,16,0,24,0,0
2024,11,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",58,5,3,0,2,0,0,0,0,129,77,0,52,0,0
2024,11,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",28,7,1.5,0,5.5,0,0,0,0,234,53,0,181,0,0
2024,11,DL,Delta Air Lines Network,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",103,2,0.53,0,1.47,0,0,0,0,49,8,0,41,0,0
2024,11,DL,Delta Air Lines Network,HPN,"White Plains, NY: Westchester County",58,5,3,0,2,0,0,0,0,271,219,0,52,0,0
2024,11,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",30,1,0.78,0,0.22,0,0,0,0,46,36,0,10,0,0
2024,11,DL,Delta Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",35,2,0.84,0,1.16,0,0,0,0,68,32,0,36,0,0
2024,11,DL,Delta Air Lines Network,JNU,"Juneau, AK: Juneau International",4,1,0,0,1,0,0,0,0,25,0,0,25,0,0
2024,11,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",49,6,2.81,0,3.19,0,0,0,0,242,154,0,88,0,0
2024,11,DL,Delta Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",83,9,5.64,0,3.36,0,0,0,0,356,268,0,88,0,0
2024,11,DL,Delta Air Lines Network,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",37,2,1.39,0,0.61,0,0,0,0,41,29,0,12,0,0
2024,11,DL,Delta Air Lines Network,SGF,"Springfield, MO: Springfield-Branson National",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,11,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",4,2,0.88,0,1.12,0,0,0,0,41,22,0,19,0,0
2024,11,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10,DL,Delta Air Lines Network,ATW,"Appleton, WI: Appleton International",31,1,1,0,0,0,0,0,0,84,84,0,0,0,0
2024,10,DL,Delta Air Lines Network,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",59,1,1,0,0,0,0,0,0,63,63,0,0,0,0
2024,10,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",51,9,7.96,0,1.04,0,0,0,0,348,321,0,27,0,0
2024,10,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",62,7,5.96,0,1.04,0,0,0,0,675,651,0,24,0,0
2024,10,DL,Delta Air Lines Network,HPN,"White Plains, NY: Westchester County",62,1,0.87,0,0.13,0,0,0,0,38,33,0,5,0,0
2024,10,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",25,1,1,0,0,0,0,0,0,175,175,0,0,0,0
2024,10,DL,Delta Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",31,1,1,0,0,0,0,0,0,19,19,0,0,0,0
2024,10,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",26,6,1,0,5,0,0,0,0,142,20,0,122,0,0
2024,10,DL,Delta Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",97,6,5.88,0,0.12,0,0,0,0,273,269,0,4,0,0
2024,10,DL,Delta Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",35,2,1,0,1,0,0,0,0,69,16,0,53,0,0
2024,10,DL,Delta Air Lines Network,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",15,2,2,0,0,0,0,0,0,80,80,0,0,0,0
2024,9,DL,Delta Air Lines Network,ATW,"Appleton, WI: Appleton International",31,4,1.79,0,2.21,0,0,0,0,279,62,0,217,0,0
2024,9,DL,Delta Air Lines Network,BTV,"Burlington, VT: Burlington International",38,5,3.75,0,1.25,0,0,0,0,215,186,0,29,0,0
2024,9,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",30,4,3.6,0,0.4,0,0,0,0,191,169,0,22,0,0
2024,9,DL,Delta Air Lines Network,DLH,"Duluth, MN: Duluth International",8,2,1.95,0,0.05,0,0,0,0,68,67,0,1,0,0
2024,9,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",30,8,4.43,0,3.57,0,0,0,0,258,156,0,102,0,0
2024,9,DL,Delta Air Lines Network,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,9,DL,Delta Air Lines Network,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,9,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",60,6,5.58,0,0.42,0,0,0,0,481,463,0,18,0,0
2024,9,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,9,DL,Delta Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",8,1,1,0,0,0,0,0,0,21,21,0,0,0,0
2024,9,DL,Delta Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",35,1,1,0,0,0,0,0,0,43,43,0,0,0,0
2024,8,DL,Delta Air Lines Network,CHO,"Charlottesville, VA: Charlottesville Albemarle",31,2,0,0,2,0,0,0,0,71,0,0,71,0,0
2024,8,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",5,1,0.59,0,0.41,0,0,0,0,34,20,0,14,0,0
2024,7,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",4,1,1,0,0,0,0,0,0,329,329,0,0,0,0
2024,6,DL,Delta Air Lines Network,EVV,"Evansville, IN: Evansville Regional",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",24,5,4.19,0,0.81,0,0,0,0,210,160,0,50,0,0
2024,6,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",77,14,7.22,0,6.78,0,0,0,0,1113,847,0,266,0,0
2024,6,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",5,1,1,0,0,0,0,0,0,38,38,0,0,0,0
2024,6,DL,Delta Air Lines Network,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,4,1,0,3,0,0,0,0,101,35,0,66,0,0
2024,5,DL,Delta Air Lines Network,GRB,"Green Bay, WI: Green Bay Austin Straubel International",31,4,3.74,0,0.26,0,0,0,0,92,87,0,5,0,0
2024,5,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",6,1,0.76,0,0.24,0,0,0,0,29,22,0,7,0,0
2024,5,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",31,2,2,0,0,0,0,0,0,365,365,0,0,0,0
2024,5,DL,Delta Air Lines Network,OAK,"Oakland, CA: Metro Oakland International",31,5,3.61,0,1.39,0,0,0,0,184,139,0,45,0,0
2024,5,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",26,10,6.66,0,3.34,0,0,0,0,601,486,0,115,0,0
2024,5,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,UA,United Air Lines Network,AVL,"Asheville, NC: Asheville Regional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,UA,United Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",22,5,0.98,0,4.02,0,0,0,0,226,96,0,130,0,0
2025,5,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,4,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,UA,United Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",33,2,1.28,0,0.72,0,0,0,0,83,36,0,47,0,0
2025,3,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",33,3,3,0,0,0,0,0,0,81,81,0,0,0,0
2025,2,UA,United Air Lines Network,FAR,"Fargo, ND: Hector International",28,4,1.53,0,2.47,0,0,0,0,183,104,0,79,0,0
2025,1,UA,United Air Lines Network,GTF,"Great Falls, MT: Great Falls International",6,1,0.22,0,0.78,0,0,0,0,32,7,0,25,0,0
2025,1,UA,United Air Lines Network,SBN,"South Bend, IN: South Bend International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,UA,United Air Lines Network,GTF,"Great Falls, MT: Great Falls International",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,UA,United Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",2,2,1.56,0,0.44,0,0,0,0,66,44,0,22,0,0
2024,12,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31,1,1,0,0,0,0,0,0,39,39,0,0,0,0
2024,12,UA,United Air Lines Network,TUL,"Tulsa, OK: Tulsa International",48,4,3,0,1,0,0,0,0,139,124,0,15,0,0
2024,11,UA,United Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",30,1,0.76,0,0.24,0,0,0,0,63,48,0,15,0,0
2024,11,UA,United Air Lines Network,SBN,"South Bend, IN: South Bend International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10,UA,United Air Lines Network,FAR,"Fargo, ND: Hector International",31,2,1,0,1,0,0,0,0,39,20,0,19,0,0
2024,10,UA,United Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",31,4,2,0,2,0,0,0,0,143,112,0,31,0,0
2024,10,UA,United Air Lines Network,HDN,"Hayden, CO: Yampa Valley",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10,UA,United Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",27,2,2,0,0,0,0,0,0,102,102,0,0,0,0
2024,10,UA,United Air Lines Network,SBN,"South Bend, IN: South Bend International",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10,UA,United Air Lines Network,SBP,"San Luis Obispo, CA: San Luis County Regional",29,1,1,0,0,0,0,0,0,45,45,0,0,0,0
2024,10,UA,United Air Lines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",62,4,1,0,3,0,0,0,0,234,49,0,185,0,0
2024,10,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10,UA,United Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",27,4,2,0,2,0,0,0,0,94,51,0,43,0,0
2024,9,UA,United Air Lines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,9,UA,United Air Lines Network,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",1,1,0,0,1,0,0,0,0,50,0,0,50,0,0
2024,9,UA,United Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,8,UA,United Air Lines Network,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,8,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31,4,3.8,0,0.2,0,0,0,0,284,275,0,9,0,0
2024,7,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31,1,1,0,0,0,0,0,0,31,31,0,0,0,0
2024,6,UA,United Air Lines Network,PVD,"Providence, RI: Rhode Island Tf Green International",5,1,1,0,0,0,0,0,0,28,28,0,0,0,0
2024,6,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",30,2,2,0,0,0,0,0,0,47,47,0,0,0,0
2024,5,UA,United Air Lines Network,AVL,"Asheville, NC: Asheville Regional",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,UA,United Air Lines Network,EGE,"Eagle, CO: Eagle County Regional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,UA,United Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",10,1,0.93,0,0.07,0,0,0,0,67,62,0,5,0,0
2025,5,DL,Delta Air Lines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",2,2,0,0,1.07,0,0.93,0,0,156,0,0,68,0,88
2025,5,DL,Delta Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",227,37,23.34,0,7.91,0,5.75,0,0,3171,2501,0,257,0,413
2025,5,DL,Delta Air Lines Network,BIL,"Billings, MT: Billings Logan International",62,17,9.01,0,0.59,0,7.4,0,0,1082,568,0,46,0,468
2025,5,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",58,18,10.62,0,1.33,0,6.04,0,0,1258,682,0,52,0,524
2025,5,DL,Delta Air Lines Network,BTV,"Burlington, VT: Burlington International",31,8,4.21,0,1.68,0,2.11,0,0,416,191,0,132,0,93
2025,5,DL,Delta Air Lines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",130,19,14.04,0,1.27,0,3.69,0,0,940,694,0,57,0,189
2025,5,DL,Delta Air Lines Network,CHO,"Charlottesville, VA: Charlottesville Albemarle",20,6,4.88,0,0.45,0,0.67,0,0,259,232,0,15,0,12
2025,5,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",47,8,2.94,0,4.44,0,0.62,0,0,366,182,0,136,0,48
2025,5,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",31,12,6.07,0,5.11,0,0.82,0,0,1140,962,0,133,0,45
2025,5,DL,Delta Air Lines Network,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",13,8,4.92,0,0,0,3.08,0,0,380,246,0,0,0,134
2025,5,DL,Delta Air Lines Network,GNV,"Gainesville, FL: Gainesville Regional",148,26,12.33,0,3.52,0,10.15,0,0,1753,754,0,294,0,705
2025,5,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",141,40,15.36,0,9.63,0,15.01,0,0,1858,716,0,395,0,747
2025,5,DL,Delta Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",31,16,8.63,0,1.23,0,6.14,0,0,1106,823,0,29,0,254
2025,5,DL,Delta Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,3,1.68,0,0,0,1.32,0,0,199,96,0,0,0,103
2025,5,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",31,5,3.91,0,0.09,0,1,0,0,418,376,0,5,0,37
2025,5,DL,Delta Air Lines Network,LIH,"Lihue, HI: Lihue Airport",62,10,2.84,0,3.35,0,3.8,0,0,340,118,0,72,0,150
2025,5,DL,Delta Air Lines Network,OAK,"Oakland, CA: Metro Oakland International",31,6,3.08,0,0.58,0,2.34,0,0,167,92,0,16,0,59
2025,5,DL,Delta Air Lines Network,OGG,"Kahului, HI: Kahului Airport",93,5,3.62,0,0.06,0,1.31,0,0,242,196,0,2,0,44
2025,5,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",57,12,8.45,0,1.88,0,1.67,0,0,733,513,0,66,0,154
2025,5,DL,Delta Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",42,16,9.53,0,0.82,0,5.66,0,0,930,519,0,50,0,361
2025,5,DL,Delta Air Lines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",227,46,20.1,0,12.91,0,12.98,0,0,2472,1590,0,362,0,520
2025,5,DL,Delta Air Lines Network,SYR,"Syracuse, NY: Syracuse Hancock International",121,29,13.61,0,9.28,0,6.11,0,0,1780,970,0,501,0,309
2025,5,DL,Delta Air Lines Network,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",34,10,5.02,0,3.7,0,1.27,0,0,1186,288,0,863,0,35
2025,4,DL,Delta Air Lines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",86,16,9.68,0,3.62,0,2.7,0,0,846,551,0,147,0,148
2025,4,DL,Delta Air Lines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",46,22,6.5,0,14.98,0,0.52,0,0,1043,361,0,664,0,18
2025,4,DL,Delta Air Lines Network,ALB,"Albany, NY: Albany International",90,24,12.9,0,5.52,0,5.58,0,0,1500,820,0,198,0,482
2025,4,DL,Delta Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",136,23,9.25,0,10.19,0,3.56,0,0,1214,718,0,282,0,214
2025,4,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",32,4,2.04,0,0.34,0,1.63,0,0,211,96,0,20,0,95
2025,4,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",42,12,5.27,0,5.73,0,1,0,0,748,371,0,250,0,127
2025,4,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",60,8,6.3,0,1,0,0.7,0,0,562,448,0,51,0,63
2025,4,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",60,7,4.65,0,1.35,0,1,0,0,253,204,0,34,0,15
2025,4,DL,Delta Air Lines Network,GEG,"Spokane, WA: Spokane International",207,39,23.17,0,7.15,0,8.67,0,0,1754,1128,0,244,0,382
2025,4,DL,Delta Air Lines Network,HPN,"White Plains, NY: Westchester County",60,6,2.43,0,0.73,0,2.84,0,0,555,166,0,53,0,336
2025,4,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",26,5,1.3,0,2.78,0,0.92,0,0,188,36,0,83,0,69
2025,4,DL,Delta Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",30,10,4.44,0,0.57,0,4.99,0,0,506,195,0,19,0,292
2025,4,DL,Delta Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",60,7,2.11,0,0.98,0,3.91,0,0,343,142,0,66,0,135
2025,4,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",30,2,1.45,0,0.09,0,0.45,0,0,85,58,0,3,0,24
2025,4,DL,Delta Air Lines Network,LIH,"Lihue, HI: Lihue Airport",60,3,1.69,0,0.16,0,1.14,0,0,604,504,0,29,0,71
2025,4,DL,Delta Air Lines Network,MSO,"Missoula, MT: Missoula Montana",61,5,2.22,0,0.47,0,2.31,0,0,317,201,0,9,0,107
2025,4,DL,Delta Air Lines Network,OAK,"Oakland, CA: Metro Oakland International",30,6,3.37,0,0.1,0,2.53,0,0,224,131,0,4,0,89
2025,4,DL,Delta Air Lines Network,OGG,"Kahului, HI: Kahului Airport",103,7,3.9,0,1,0,2.1,0,0,444,280,0,119,0,45
2025,4,DL,Delta Air Lines Network,ONT,"Ontario, CA: Ontario International",137,22,7.27,0,7.71,0,7.03,0,0,1252,629,0,366,0,257
2025,4,DL,Delta Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",90,15,6.56,0,1.74,0,6.7,0,0,805,293,0,148,0,364
2025,3,DL,Delta Air Lines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",23,3,1.14,0,0,0,1.86,0,0,167,48,0,0,0,119
2025,3,DL,Delta Air Lines Network,ALB,"Albany, NY: Albany International",91,17,8.63,0,3.19,0,5.17,0,0,914,506,0,93,0,315
2025,3,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",31,6,5.16,0,0.54,0,0.3,0,0,772,731,0,18,0,23
2025,3,DL,Delta Air Lines Network,BUF,"Buffalo, NY: Buffalo Niagara International",122,22,11.42,0,3.95,0,6.63,0,0,1036,520,0,91,0,425
2025,3,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",41,9,5.94,0,1.39,0,1.67,0,0,468,364,0,35,0,69
2025,3,DL,Delta Air Lines Network,DAB,"Daytona Beach, FL: Daytona Beach International",142,26,13.1,0,4.34,0,8.56,0,0,1679,448,0,543,0,688
2025,3,DL,Delta Air Lines Network,EGE,"Eagle, CO: Eagle County Regional",54,20,7.38,0,12.03,0,0.59,0,0,717,365,0,336,0,16
2025,3,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",29,6,3.55,0,2.39,0,0.06,0,0,310,119,0,190,0,1
2025,3,DL,Delta Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",62,16,9.92,0,3.57,0,2.52,0,0,1628,1260,0,184,0,184
2025,3,DL,Delta Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",211,40,20.08,0,5.65,0,14.27,0,0,3003,1185,0,264,0,1554
2025,3,DL,Delta Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",31,8,3.69,0,2.88,0,1.44,0,0,472,283,0,143,0,46
2025,3,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",47,9,2.9,0,0.51,0,5.59,0,0,569,309,0,33,0,227
2025,3,DL,Delta Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,9,5.94,0,2.06,0,1,0,0,892,764,0,78,0,50
2025,3,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",29,3,0.99,0,0.05,0,1.96,0,0,115,20,0,1,0,94
2025,3,DL,Delta Air Lines Network,LIH,"Lihue, HI: Lihue Airport",62,14,7.4,0,3.6,0,3,0,0,746,495,0,124,0,127
2025,3,DL,Delta Air Lines Network,MDT,"Harrisburg, PA: Harrisburg International",86,13,5.02,0,1.68,0,6.3,0,0,794,439,0,68,0,287
2025,3,DL,Delta Air Lines Network,MSO,"Missoula, MT: Missoula Montana",62,10,2.13,0,2.99,0,4.88,0,0,381,87,0,140,0,154
2025,3,DL,Delta Air Lines Network,OGG,"Kahului, HI: Kahului Airport",122,21,11.13,0,7.93,0,1.94,0,0,1283,743,0,285,0,255
